ids,smiles,inchikey_wo_last
LTS0189336,CC1NC(CCCCCCCCCCC(O)CO)CCC1O,ATZALMRXHIBLKA-UHFFFAOYSA-
LTS0122861,CC(C)=CC(=O)N[C@H]1CC[C@@]2(C)C(CCC3C4CCC(C(C)N(C)C)[C@@]4(C)CCC32)C1,MGEUOPIPYIANSI-PYTSBFTDSA-
CNP0115578.0,Cc1cc(O)cc(O)c1C(=O)CC(C)C,NGAJEWUVPCMBSA-UHFFFAOYSA-
CNP0600661.1,CCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,RPQJVKKYXQVVLC-SJARJILFSA-
CNP0505114.1,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCC,CAZSGVNPPQBRLO-PWCSNBNRSA-
CNP0564253.1,CC(C)=CCC[C@]1(C)C[C@]2(C)CC[C@H]1OC2,OOIXTEVTMBULHQ-QLFBSQMISA-
CNP0015595.1,CC1=C[C@@H](CNS(=O)(=O)c2cccs2)[C@H](C(C)C)C[C@H]1CC(=O)O,NIGOAAVROSJHEW-KKUMJFAQSA-
CNP0228816.6,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@H]1CC[C@@H]2OC(=O)CCc1ccccc1,HHSXYDOROIURIP-HCQMQIOBSA-
CNP0444296.2,CCC1=C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,FFRFGVHNKJYNOV-ZCIMLLHDSA-
CNP0498300.1,O=C(Cc1cc(=O)oc2cc(O)ccc12)N[C@@H](CSCc1ccccc1)C(=O)O,HUKWUYRJEKGMFU-KRWDZBQOSA-
CNP0135042.1,C[C@H]1CC[C@H]2[C@H](C1)c1c(O)cc(/C=C/c3ccccc3)cc1OC2(C)C,KCNFZTIIENBEPU-TUCATBTLSA-
CNP0173177.1,CC1(C)C(=O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@]6(C)CC[C@]5(C(=O)O)[C@H]6C[C@@]4(C)[C@]3(C)[C@H](O)C[C@@H]12,QUTVFBJBZVYWDN-HDMLHNTOSA-
CNP0205930.0,CCC1(c2cccc(O)c2)CCCCN(C)C1,JLICHNCFTLFZJN-UHFFFAOYSA-
CNP0248478.2,C/C1=C/[C@H](O)C(C)(C)CCC[C@]2(C)O[C@H]2CC1,UGEZIAGFRNUQOR-RGAVQUESSA-
CNP0135892.3,CCCOC[C@H]1C[C@]2(C[C@](C)(c3csc(N)n3)OC2=O)C(=O)O1,UVBVHSSYOFXGJL-ZWZTZDBGSA-
CNP0290299.1,C=C1C(=O)[C@@]23CC[C@H]4[C@@]5(C)CCC[C@@]4(OC5=O)[C@@]2(C)CC[C@]1(O)C3,MXPHXJJQZUPDTN-UIOLOWFJSA-
LTS0019299,C=C1C(=O)OC2CC3(C)OC3CCC3=CC(OC3=O)C12,XASRCIGCTSZFAS-UHFFFAOYSA-
CNP0056386.0,CN1Cc2cc(Br)ccc2OC1=O,RDZNJVWTLNPLDB-UHFFFAOYSA-
CNP0160349.2,COc1ccc2NC(=O)[C@@H](CCN)c2c1,BCXJSGVGMWGQEV-QMMMGPOBSA-
CNP0405591.0,Oc1ccc2c(c1)oc1c(-c3cccc(OCCc4ccc5OCCc5c4)c3)c3c(nc12)[nH]nc3,LNIJFVLMWDRIOQ-UHFFFAOYSA-
CNP0518455.1,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,LNQLBJSMYGZRRA-DSUATFLHSA-
CNP0348883.4,CC[C@H](C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)[C@](C)(OC(C)=O)C(=O)C2=CN1[C@H](C)C(=O)O,WCFJCDWCDZAMPA-JMXMMYHMSA-
CNP0012059.1,CN1CCN(C[C@H]2C[N@]3CC[C@H]2C[C@@H]3CNC(=O)Nc2ccccc2)CC1,SWUOOCSEWWUPBO-CMKODMSKSA-
CNP0177668.5,O=c1c(O[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc3c(OCO3)c(O)c12,PEBSHTGUNSXVEZ-ZTTCUXIHSA-
CNP0349873.1,Brc1ccc([C@H]2CN3CCSC3=N2)cc1,HTHGAIADRJRJOY-SNVBAGLBSA-
CNP0235814.9,C[C@@]12C[C@H](c3cocc3)OC(=O)[C@@H]1CC[C@]1(C)[C@H]2[C@H]2C=C[C@]1(O)C(=O)O2,AALLCALQGXXWNA-JEAKYOOPSA-
CNP0257913.3,CC1/C=C/[C@@]2(C)CCC(C(C)(C)O)C2C(O)C[C@](C)(O)/C=C/C1,CINFXKCUQDROKC-HWAAYOFZSA-
CNP0227328.1,CC(C)[C@@H](C)[C@@H]1O[C@H]1[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(CO)C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,RUKMQRNMFNWKFK-RRELVFKASA-
CNP0221865.2,CC[C@@H](C)[C@H](NC(=O)[C@@H](NC(=O)N1CC(=O)Nc2ccccc21)C(C)C)C(=O)O,VBMCVXORAOGNFB-DQYPLSBCSA-
CNP0151562.2,CN[C@@H]1[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3CC(CN)=CC[C@H]3N)[C@H](N)C[C@H]2N)OC[C@]1(C)O,NNLRZQJSHYCSMC-VZRALJJMSA-
CNP0102008.1,CNCc1cccc(-c2cc(O)cc3ccc([C@@]45CCC[C@@H](CSSCCOc6c(O)cc7C[C@@H]8[C@H]9[C@@H](C[C@@H](C[C@@H](OC(C)=O)[C@H]%10Cc%11cc(OC)c(O)cc%11[C@H](C[C@H]8O)[C@@]9%10/C=C/c8ccccc8)OC4=O)c7c6)C5)cc23)c1,UCNYNUHOQNNEOY-HJPITPTCSA-
CNP0302982.1,CC(=O)O[C@H]1C=C(Br)C(=O)[C@@H]2O[C@H]12,FJTLMWNXXNWNHY-ARDNSNSESA-
CNP0517439.1,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,BIDOABUCYVGDOO-QSCHNALKSA-
CNP0354686.2,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(COC(=O)/C=C/c4ccc(O)cc4)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,ZPBONBNZOMMCQS-PBGJSAINSA-
CNP0101540.1,COc1ccc(CC[C@H]2Cc3cc(OC)cc(O)c3C(=O)O2)cc1,ZWCAEHFRCPGHJX-HNNXBMFYSA-
CNP0514153.0,CCCCc1ccc(C(=O)NCC(=O)OC)nc1,UFGOYDVOCQNQRP-UHFFFAOYSA-
CNP0601001.1,CCCCC[C@@H]1C=C[C@@H](CCCCC[C@H](C(=O)O)[C@H](O)CC[C@@]2(O)C[C@@H](Cc3ccnc(N)c3)C[C@H]2Cc2cc([C@H](C)C[C@H](C)C3CCC(=O)CC3)c[nH]2)[C@H](O)C1,NARIBRZBUAZNNP-QGXIWOSBSA-
CNP0366796.0,COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2Cl)N1,YKRANILUQAWNOP-UHFFFAOYSA-
CNP0260888.1,Cc1cc2c(cc1O)[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C=C2,SJWBGJZSWLEJSB-NUJGCVRESA-
CNP0604531.1,CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,FXILJODDOYFNRE-IOAWKHKYSA-
CNP0249330.3,Cc1cc(C)c2NC(=O)[C@@]3(N[C@@H](CCC(=O)O)[C@H]4C(=O)N(Cc5ccc6OCOc6c5)C(=O)[C@H]43)c2c1,LERNXAHDJSRORW-FKRWJQPVSA-
CNP0173491.4,CCOC(=O)[C@@H]1CCCN(/C=C2\Oc3c(ccc(O)c3C)C2=O)C1,HDSIJDLILVYHGI-DYTQJMLRSA-
CNP0480895.1,COC1C=C(CCC2=C(C)C(=O)[C@@H](O)[C@H]3C(C)(C)[C@H](O)CC[C@]23C)C(=O)O1,KVWWFFBEMFTTFE-ITNOEGCOSA-
CNP0344683.0,c1ccc(C(=C2c3ccccc3-c3ccccc23)c2ccccc2)cc1,CGUOPWAERAISDV-UHFFFAOYSA-
CNP0041182.1,O=C(C[C@H]1CCNC[C@@H]1Cc1noc(C(=O)O)c1)NCc1cccnc1,PECJOEGZBTZBPB-KGLIPLIRSA-
CNP0252118.1,C[C@@H]1O[C@@H](O[C@H]2CC[C@@]3(C)C(CC[C@@H]4C3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,JGIDWVXVJZHWBH-VIDKYGHPSA-
CNP0440063.2,CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,BUBKDTQRUWZQHX-MTHKWQEISA-
CNP0314068.1,Cn1cnc(C[C@H](N)C(=O)O)c1,BRMWTNUJHUMWMS-LURJTMIESA-
LTS0050154,CC(=O)OC1CC(C)=CC2OC(=O)C3(C)OC23C(O)C2C(C)C(O)CC(OC(C)=O)C2(C)C1O,JMGUUPQUFWUZHN-UHFFFAOYSA-
CNP0426710.1,Oc1ccc(C2=C3c4c5c(cc(O)c4[C@H]2c2cc(O)cc4c2[C@H](c2cc(O)cc(O)c2)[C@@H](c2ccc(O)cc2)O4)O[C@H](c2ccc(O)cc2)[C@H]5c2cc(O)cc(O)c2[C@@H]3c2ccc(O)cc2)cc1,YPYGKQKQNCVJDJ-HKJBGCMZSA-
CNP0583993.1,Cn1nc(-c2cccnc2)nc1[C@H]1CC[C@@H](O)[C@H](NC2CCOCC2)C1,VHDRXMHASDOSKX-IAOVAPTHSA-
CNP0018672.1,CCCCCCCCCCCC[C@H](C)CC(=O)O,RCLBZEBFPBWRIH-HNNXBMFYSA-
LTS0127079,CCC(C)C1N=C(O)C(Cc2ccc(OC)cc2)N=C(O)C(NC(=O)C(NC=O)C(C)CC)C(C)OC(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N=C(O)C2CCCNN2C1=O,HXFWPNXPSPZSFJ-UHFFFAOYSA-
CNP0021370.1,COC[C@@H](CCO)c1c(CO)c2ccc3O[C@]4(CC=C[C@@H]5CCC[C@H]54)[C@H]4OC(=O)/C(=C(/C)CO)CCc5ccc(cc5)[C@@H]5CC[C@H](c6cccc(Cc7ccccc7)c6)C[C@H]5CC(=O)O[C@@H]4c3c2oc1=O,DWROEUYAMMYFHJ-PQOAXBIISA-
CNP0538317.4,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)OCc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@H](Cc1ccccc1)C(=O)OC,GBJLPVNMWGIESU-CIMCOABOSA-
CNP0439145.1,C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@H]3C(=O)[C@]3(O)OC(=O)[C@H]([C@]1(C)C(=O)[C@](C)(O)C(=O)OC)[C@]23C,BGPYFGNVTNOLOI-WWMIFYRDSA-
CNP0306945.0,CCCCC=CCCCCCCCCCC1=C(c2c(O)cc(CCCCCCCCCC=CCCCC)cc2OC)C(=O)C=C(OC)C1=O,SPXZFBKTIJJXLL-UHFFFAOYSA-
CNP0431098.0,COC1=C(C)C(=O)c2c(O)c(OC)c(OC)c(OC)c2C1=O,LIQXFBRZDRANSQ-UHFFFAOYSA-
CNP0599031.1,COc1cc2c(oc(=O)cc2)c([C@@H]2COC(=O)[C@H]2C)c1OC,LEGWIVHJHIUPCI-WCBMZHEXSA-
CNP0170126.3,C[C@H](CC[C@]1(O)O[C@H]2C[C@@H]3[C@H]4CC[C@@H]5C[C@H](O[C@H]6O[C@@H](CO)[C@H](O[C@H]7O[C@@H](CO)[C@H](O)[C@@H](O[C@H]8O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]8O)[C@@H]7O[C@H]7O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]7O)[C@@H](O)[C@@H]6O)[C@@H](O)C[C@]5(C)[C@@H]4CC[C@]3(C)[C@H]2[C@@H]1C)CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,SUNMALBACVAEHN-WZLXNWLMSA-
CNP0535026.1,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,WGECLQCBWONQQW-IMDNHMHNSA-
CNP0312787.1,CCCCC[C@H](O)CCCCC[C@@H]1Cc2cc(OC)cc(O)c2C(=O)O1,LYFHIUXSMZPGHC-DLBZAZTESA-
CNP0285715.0,COc1cc(OC)c(OC)cc1C=C1Oc2cc(OC(C)=O)ccc2C1=O,RTDZBFJSRGMNDS-UHFFFAOYSA-
CNP0371699.1,C[C@@H]1O[C@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H](COC(=O)/C=C/c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,NWGLTBGNUBRYGJ-QBKYODQNSA-
CNP0162157.1,CC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@@]21C,HDEDWNHZBWFQCB-VVCDUNCFSA-
CNP0164164.1,C=C(C)C(=O)O[C@H]1[C@H]2C(=C)C(=O)O[C@@H]2[C@@H](O)C(=C)CC/C=C(/C=O)[C@@H]1OC,LQWAJKFPTTWLRD-GQECNIPLSA-
CNP0214466.1,CC(=O)O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](OC(=O)[C@H]3CC[C@H]4[C@@H](C3)O[C@@]3(C[C@H](OC(=O)/C=C/c5ccccc5)[C@H](C)CO3)[C@]43CO3)O[C@@H](C)[C@@H](O)[C@H]2OC(C)=O)O[C@H](C)[C@H]1O,VOTNXJVGRXZYOA-BFRBHEBZSA-
CNP0016804.2,CC(C)CN1C[C@H]2C[C@@H](O)CN2C2(C1)CN(CC1CC1)C2,WGAMQWGHCXOVBX-HZPDHXFCSA-
LTS0003268,C=C1C(=O)O[C@@H]2/C=C(\C)[C@@H](OC(C)=O)C/C=C(\C)C[C@@H](OC(=O)/C(=C/CO)COC(=O)/C(C)=C/CO)[C@@H]12,BFOYBVPTLPEWES-CELZPWMRSA-
CNP0229910.3,C/C(=C/C(=O)O)CC[C@]1(C)C2=CCC[C@](C)(C(=O)O)[C@H]2CC[C@H]1C,LRMPBLZFXZGSEB-NKUHPAFVSA-
CNP0604842.1,COc1cc2c(cc1)n(C)cc2C(=O)N1CC2C[C@@H](C1)Cn1c2ccc([N+](=O)[O-])c1=O,HSKOVTAXVJSGAJ-LSLKUGRBSA-
CNP0265198.1,COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)C[C@H](O)[C@]6(CO[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@@H](OC(C)=O)C[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,KYEIXAAOWRAUIV-SYCOPXMJSA-
CNP0445234.1,CO[C@@H]1[C@@H](O)[C@H](CO[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@@H]3CO[C@@H](O[C@@H]4CC[C@H]5C6=C[C@H](O)[C@@]78C(=O)O[C@@](C)(CCCC(C)C)[C@H]7CC[C@@]8(C)[C@H]6CC[C@H]5C4(C)C)[C@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](OC)[C@H]6O)[C@H]5O)[C@H](O)[C@H]4O)[C@H]3O)O[C@@H]2CO)O[C@H](CO)[C@H]1O,FTOMSCDGEUZQRL-VWJAYSFUSA-
CNP0187102.0,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc2c([nH]c3ccccc32)c(-c2ccc3OCOc3c2)n1,KLOLLLOGPLUZFU-UHFFFAOYSA-
LTS0234262,C=C1C(=O)OC2C1CCC1(C)C(OC3OC(CO)C(O)C(O)C3O)CCC(C=O)C21,KNNCRAFUQKPIRD-UHFFFAOYSA-
CNP0135306.0,C=C1C(=O)OC23CC1CCC2(C)C=CC=C(C)O3,OPECPXOTRXOBET-UHFFFAOYSA-
LTS0129761,CC(C)[C@@H](C)[C@@H]1O[C@H]1[C@@H](C)[C@H]1CC[C@H]2C3=CCC4[C@H](OS(=O)(=O)O)[C@@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,IEADRGWOOOMUDZ-CZZLVXMFSA-
CNP0375523.2,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(/C)[C@H](OC(C)=O)C[C@H]12,DPXBPEOSQDXEQD-OZMRCDJISA-
CNP0282724.0,COc1ccc(CN(CCC2(c3ccccc3)CCOC(C)(C)C2)C(=O)c2ccco2)cc1OC,GSCZFHQVNHKPKB-UHFFFAOYSA-
CNP0606264.0,Nc1nc(-c2ccccc2)[n+](-c2ccccc2)s1,CJYMXOYAAWDJMB-UHFFFAOYSA-
LTS0179628,COC1C(C(=O)O)OC(OC2C(OC3COC(OC4COC(O)C(O)C4O)C(O)C3O)OCC(O)C2O)C(O)C1O,DWUMRQPTCMDVJD-UHFFFAOYSA-
CNP0506850.2,CCC(C)CCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCC(C)C,BPQFWKBNUYRLGG-QVWZQYPBSA-
LTS0078628,COC1=C(C)C(=O)c2c(cc(O)c3c2OC(C)C3(C)C(O)C/C=C(\C)CO)C1=O,FBOIBFWCHWNBOE-UXBLZVDNSA-
CNP0191270.0,COc1cc2c(c(OC)c1OC)C(C1=Cc3ccccc3OC1)CC(=O)O2,PCDRVKVTHPHTSW-UHFFFAOYSA-
CNP0366378.1,COC1=C2c3cc4c(cc3CCN3CCC[C@]23CC1O)OCO4,PQWZXENVZQJUKV-UWBLVGDVSA-
CNP0243633.2,C#C/C=C/C[C@H]1O/C(=C(/Br)CC)[C@H](O)/C=C\C[C@H]1Cl,XYUJUEHWMGNBRZ-YFPFAHFESA-
CNP0280919.2,CC(C)CC[C@H](O)[C@@H](C)[C@H]1[C@@H](O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)C[C@H]2[C@@H]3CC=C4C[C@@H](O)C[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@]4(C)[C@H]3CC[C@]12C,NPZPDQQJKCUAIA-WCMIDXEVSA-
CNP0240570.3,C[C@@H]1C[C@H](O)CC(C)(C)[C@]1(O)/C=C/[C@H](O)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,YIAQIGPDWXVEJQ-PEXZKZDASA-
CNP0496065.1,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@](O)(CO)[C@H]3O)cc2OC)ccc1O,VQDWDXBRBQXCAD-IVNYPPERSA-
CNP0001920.0,O=C(O)CNC(=O)C=Cc1ccccc1,YAADMLWHGMUGQL-UHFFFAOYSA-
LTS0230444,CC1(C)C2C[C@H]3O[C@@]3(C)/C(=C\Br)O[C@@]2(C)CC[C@@H]1Br,JHYKYQBUFLQJDA-CEOQNWMNSA-
CNP0201879.0,CC(=CCO)c1ccc(C)c(=O)o1,VAFOLTKCMXTVQD-UHFFFAOYSA-
CNP0411462.0,C=C(C)COc1c(OC)cccc1C1CC(=O)Oc2ccc3C(=O)C(=Cc4cc(OC)c(OC)cc4OC)Oc3c21,OZNLHFCAUFMBSU-UHFFFAOYSA-
CNP0167834.11,O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@@H](O)[C@@H]1O,DVGGLGXQSFURLP-WJCUBPLXSA-
CNP0218263.2,CC(C)C[C@H](NC(=O)[C@H](NC(=O)[C@@H](N)C(C)C)c1cc(O)cc(O)c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)C(C)C,VRJLRNCZYOXNGS-VRBLGLBQSA-
CNP0308999.1,COc1cc(C)ccc1[C@@](O)(COC(C)=O)COC(=O)C(C)C,CJTPWXVJMQYPRQ-QGZVFWFLSA-
CNP0481191.0,Cc1ccc2oc(=O)cc(CN3CCN(c4ccccn4)CC3)c2c1,MITUYISPEKBQEO-UHFFFAOYSA-
LTS0275806,C=C1CCC(C(C)C)C2C1C1CC(C)(O)C(O)CCC(C)(OC(C)=O)C2O1,MISONEVIRFNWCQ-UHFFFAOYSA-
LTS0149432,CCC(=O)C1=CN(CCC(C)C)C(/C(C)=C/C(C)CC)C(C)(O)C1=O,QBQYFCPQNQEGCP-FOWTUZBSSA-
LTS0268857,CC(=CCc1c(O)cc(O)c2c1CC(C)OC2=O)CCC=C(C)CCC(O)C(C)(C)O,CBQSQQCAFNEQFL-UHFFFAOYSA-
CNP0428032.1,CO[C@H]1C[C@H](CC[C@H](C)[C@H](C)[C@H](C)[C@H]2OC(=O)/C=C/C(C)=CC[C@H](O)C[C@@H]3C=CC[C@@H](C[C@H](OC)[C@@H](C)[C@@H](O)C[C@@H](O)[C@H](C)[C@@H]([C@@H](C)[C@@H](O)[C@@H](C)CC[C@H]4C[C@H](OC)C[C@H](C)O4)OC(=O)C=C/C(C)=C/C[C@H](O)C[C@@H]4C=CC[C@@H](C[C@H](OC)[C@@H](C)[C@@H](O)C[C@@H](O)[C@@H]2C)O4)O3)O[C@@H](C)C1,CPOKBMUUFXMARK-NXUAUABSSA-
CNP0214137.2,COc1cccc(OC)c1C1=c2ccc(=C(c3c(NC(=O)[C@H](C)OC)cccc3NC(=O)[C@@H](C)OC)C3=NC(C=C3)/C(c3c(OC)cccc3OC)=c3/cc/c(=C(\c4c(NC(=O)[C@H](C)OC)cccc4NC(=O)[C@@H](C)OC)c4ccc1[nH]4)[nH]3)[nH]2,PFSXYUFKHVQIAT-DWSWVDEBSA-
CNP0223874.3,COc1ccc(/C=C\C(=O)O[C@@H]2[C@@H](O[C@@H]3O[C@H](COC(=O)/C=C/c4ccc(O)c(O)c4)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O[C@H]3[C@@H]4C=CO[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H]4[C@@]4(CO)O[C@@H]34)O[C@H]2C)cc1,GHRKEJJYQIVRKU-BJIJSXHCSA-
CNP0360963.6,C[C@]12CC[C@H](O)C[C@@H]1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,HMFQSUMWKTYRNZ-ZTWNCRQDSA-
CNP0293501.2,C=C[C@@]1(C)CC[C@@H]2[C@@]3(C)CCC[C@](C)(COC(C)=O)[C@@H]3CC[C@@]2(C)O1,LSRSKJHMVBWLFI-REGVOWLASA-
CNP0387690.0,CC1(C)CCc2c(cc3oc4c(O)c(O)ccc4c(=O)c3c2O)O1,KUIMTOYMMVZRDV-UHFFFAOYSA-
LTS0149134,CC(C)CC(NC(=O)C(O)O)C(=O)NC(C(=O)NC1C(O)=N/C(=C\Cl)C(O)=NC(C(=O)O)Cc2cc(O)ccc2OC1C(C)C)C(O)CCCN,JTQIWAWVJBFAKR-MOSHPQCFSA-
CNP0203983.1,CO[C@H]1[C@H](O[C@H]2[C@H](OC[C@@H](C)[C@H](C)/C=C/[C@@H](C)[C@H]3C[C@@H](O)[C@@H]4[C@]3(C)CC[C@@H]3[C@@]5(C)CC[C@H](O)C[C@@H]5[C@@H](O)C[C@]34O)OC[C@@H](O)[C@@H]2O)OC[C@@H](O)[C@@H]1O,NYZNGVYTWVRLLQ-FOVGLMLNSA-
CNP0386581.2,C[C@@H](O)[C@@H]1N[C@]2(C(=O)Nc3ccccc32)[C@@H]2C(=O)N(Cc3ccccc3)C(=O)[C@H]12,ZSFRKRFMTUJCFH-BVJILQTGSA-
CNP0253194.0,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(COC3OC(CO)C(O)C(O)C3O)=CCC12O,AKTHOIDCOGDWER-UHFFFAOYSA-
CNP0535401.1,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,HWKMDCGCLOIDKT-CGNXJODCSA-
CNP0182815.1,C[C@]12CC[C@@H](OCc3ccccc3)C[C@@H]1CC[C@@H]1[C@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,UNVMFWARNISDCV-GXPHPUSFSA-
CNP0005679.1,CC(=O)N1CCC(N[C@@H]2C[C@@H](O)[C@H](CO)[C@H]2Cc2ccnc(C)n2)CC1,VHNZBIBWORJBHU-NCXUSEDFSA-
LTS0225570,C=C1CC[C@H]2C(=C)C(=O)O[C@@H]2/C=C(\C)[C@H](O)C[C@H]1O,KQCHEWVHXSAJIA-QDUDXYOVSA-
CNP0039666.0,CCCCCCCCOc1cc(Br)c(OCCCCCCCC)cc1Br,MJMCDNUIQSZJKE-UHFFFAOYSA-
LTS0166759,COC1=C(C)C(=O)/C(=C(O)/C=C/c2ccccc2)C(=O)C1(C)C,TYOLMDXXIKMMEZ-RICRECKTSA-
CNP0113391.3,CCCc1cc(=O)oc2cc(O[C@H](C)C(=O)N[C@@H](Cc3ccccc3)C(=O)O)ccc12,NKZUWQCOEXYFLA-QRWLVFNGSA-
CNP0130790.0,O=C(Cn1c2c(CCn3c-2nc2ccccc2c3=O)c2ccccc21)N1CCCCC1,VBPWGDPGMOQPTN-UHFFFAOYSA-
CNP0086979.3,Cc1cc(=O)c2c(O[C@]3(C)CC[C@@H]4C(C)(C)[C@H](O)C[C@H](O)[C@]4(C)[C@H]3C2)o1,UIXUBSWTFQICKV-HGWRGTDWSA-
LTS0202655,CCCCC[C@H](O)c1ccccc1,SVCRDVHXRDRHCP-LBPRGKRZSA-
CNP0327909.2,CC(=O)O[C@H]1[C@H](OC[C@@H]2O[C@@H](Oc3cc4c(c(O)c3O)c(=O)cc(-c3ccc(O)cc3)o4)[C@@H](O)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H](O)[C@@H]1OC(C)=O,SBKDMCQRDPOEID-MDBXIAPUSA-
