ids,smiles,inchikey_wo_last
LTS0027777,COc1ccc(CCOC2OC(CO)C(OC(=O)C=Cc3ccc(O)c(OC)c3)C(OC3OC(C)C(OC(C)=O)C(O)C3O)C2O)cc1O,HCIHJHHUSZAOTO-UHFFFAOYSA-
CNP0290048.3,CC[C@@H](C)[C@H](O)C(=O)O,RILPIWOPNGRASR-UHNVWZDZSA-
CNP0118764.0,COc1ccc(C(O)C(C)Oc2ccc(C3OC(c4ccc(OC(C)C(O)c5ccc(OC)c(OC)c5)c(OC)c4)C(C)C3C)cc2OC)cc1O,WYQXLNNPKKNBEF-UHFFFAOYSA-
CNP0398251.1,CCNC1=CC(C)=C(O)[C@H]2C(=O)c3c(O)c(C)cc(NCC)c3C(=O)[C@H]12,INWFXCDEOOCMHA-HIFRSBDPSA-
CNP0564681.0,CCCCCCCCC=CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,GKPJXXSEGRXSFN-UHFFFAOYSA-
CNP0104383.1,C=C1C[C@@H](OC(=O)/C(=C/COC(C)=O)CO)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2C(C)=C[C@@H](O)[C@@H]12,CKYDUFMLFGHULX-UDTPUXAFSA-
CNP0513708.0,CCOc1ccc(CNC(=O)CCc2cn(C)c3ccccc23)cc1OC,ORQIEWGWGAETNC-UHFFFAOYSA-
CNP0030879.2,O=C(N[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)C(=O)O)OCC1c2ccccc2-c2ccccc21,XXMYDXUIZKNHDT-DIPNUNPCSA-
CNP0238167.1,CCCCCCCCC=CCCCCCCCCCCCCCC(=O)O[C@H](COC=CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,VDOJHBVPBYNDPO-YACUFSJGSA-
CNP0575201.1,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)C(O)(O)[C@H]2O[C@H](CO)NC)OC=C(C(=O)OC2CCCCC2)[C@H]1/C=C/c1c[n+](CCO)cc(C(=O)[O-])c1/N=C(\N)NCCCO,HFHYKRSHWAJCOO-JGONCWHJSA-
LTS0121305,CC1(C)C=Cc2c3NC4(CC56N=C(O)C7(CCCN7C5=O)CC6C(C)(C)C4=O)c3ccc2O1,DHHBXKKLCQRTLJ-UHFFFAOYSA-
CNP0315106.1,O=C(O[C@@H]1[C@H](OCc2ccccc2)[C@H](O[C@H]2CO[C@@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)OC[C@@H]1OCc1ccccc1)c1ccccc1,ILKYCQJJXUVGQA-DKEIMZBJSA-
CNP0191299.1,CCc1ccc(NC(=O)c2ccccc2N2C(=O)[C@@H]3Cc4c([nH]c5ccccc45)C(c4cccc(Cl)c4)N3C2=O)cc1,BAHYSTCEVUTQSB-QHSFNAQHSA-
CNP0422199.1,Cc1ccc(S(=O)(=O)N[C@H]2CO[C@@H](CN3CCN(C)CC3)[C@@H]2O)cc1,HEFTXSXWPKLOAA-YESZJQIVSA-
CNP0231864.0,NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,YRXXUYPYPHRJPB-UHFFFAOYSA-
CNP0337717.0,Cc1ccc2c(c1)-c1c(OC2(C)C)c2ccccc2n(C)c1=O,OSBHLKXCNYMURI-UHFFFAOYSA-
CNP0556297.0,CC(=O)N1CCC2(CC1)CC(=O)N(Cc1ccccc1)O2,AVYQYUOBJUIZMX-UHFFFAOYSA-
CNP0143577.1,COc1cc(/C(C)=C(\C)C(=O)OC(C)(C)[C@@H]2O[C@@H](O[C@@H]3[C@@H](O)[C@H](O[C@@H]4CO[C@@H](O)[C@H](O)[C@H]4O)OC[C@H]3O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)ccc1O,OPXSXQNZCRTTQR-WREMEJRJSA-
LTS0150646,CC(C)C1CC(O)C2(CO)C3CCC(C)(O)C2C13,BKMHRAKVPWZPND-UHFFFAOYSA-
LTS0048818,CC1C2C3CCC4C5(C)CCC(O)C(C)(COC6OC(CO)C(O)C(O)C6O)C5CCC4(C)C3(C)CCC23C(=O)OC1(C)C1OC13,QDQWGYLCDZBAMD-UHFFFAOYSA-
CNP0582835.0,CC(C)(C)C1CCC2(CC1)CC(=O)c1ccc(O)cc1O2,PGBWLTVDGGWTEE-UHFFFAOYSA-
CNP0275522.2,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]23CCC(C)=C2[C@]1(O)C(=O)OC3(C)C,SVGLRYYOFWEEMV-MTDVPKQISA-
CNP0008488.1,CCN[C@@H]1C=C[C@H](CC)C[C@H]1COC(=O)[C@]12O[C@@]1(C/C=C(\C)C1([C@@H](NC(=N)NC)c3ccnc(N)c3)CCCC1)C(=O)c1ccccc1C2=O,MTLJJNXAQKQNPA-MYLHKNPGSA-
CNP0308349.1,C=C1CO[C@@]2(O)C[C@@H](C)[C@@H]3C[C@@H]4O[C@]4(C)[C@H](OC(=O)CCCCCCCCC)[C@H]3[C@@]12O,AZCCBOGMNKOZLP-MTMBJODSSA-
CNP0513146.1,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,WUMIIWJRKDRZJJ-WBVITSLISA-
CNP0298411.0,COc1cc(C(CC(=O)NCCCc2nc(C)no2)c2c(O)c(=O)cc(C)o2)ccc1O,LKMWDTOCYFDDNY-UHFFFAOYSA-
CNP0211262.2,C=C1[C@@H](OC(C)=O)C[C@@H]2C[C@]3(C)[C@@H](OC(C)=O)C[C@@](C)(COC(C)=O)[C@@H]3[C@@]12O,ADWRHLKHTDBHTD-LCERPBOYSA-
CNP0164081.1,CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)CCC(=O)[C@@](C)(C(=O)O[C@@H]6OC[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5[C@H](O)C[C@]43C)[C@@H]2C1,OZJBGTJJVJYLTA-RIAOIMIISA-
CNP0244155.0,COc1ccc(C=CCOC(=O)CC(C)C)cc1OC,MXIDITQMRZZVLC-UHFFFAOYSA-
CNP0241145.1,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,YMMFNKXZULYSOQ-RUXQDQFYSA-
CNP0578705.0,CN(C)CCCN1c2ccccc2Sc2cccnc21,JTTAUPUMOLRVRA-UHFFFAOYSA-
CNP0216557.0,O=C(OCC1OC(OCCc2ccc(O)cc2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,IWJOOUNNMGVQPF-UHFFFAOYSA-
CNP0113852.1,CN1CCc2cc3c(cc2[C@@H]1[C@H]1OC(=O)c2cc4c(cc21)OCO4)OCO3,GDFCROCCWCFYQI-MOPGFXCFSA-
CNP0230546.5,C[C@@H]1CCC=C2CC[C@H](C(C)(C)O)C[C@]21C,MQWIFDHBNGIVPO-ZLDLUXBVSA-
CNP0131592.3,COC(=O)/C=C(C)/C=C/[C@]1(O)C(C)=CC(=O)CC1(C)C,HHDYPZVHXGPCRG-XSMWWFTRSA-
CNP0175889.4,C=C1C(=O)O[C@H]2/C=C(/C)[C@H](O)C[C@H](O)C(=C)C[C@H](OC(=O)/C(C)=C\C)[C@@H]12,SDFKKMBWIQKUOQ-RDXWJVGPSA-
CNP0375610.0,Cc1c(OC(=O)CCCNC(=O)OCc2ccccc2)ccc2c1oc(=O)cc2-c1ccccc1,GOKSJLSDUOJMKF-UHFFFAOYSA-
CNP0244343.1,C/C=C(\C)C(=O)O[C@H]1CCN2CC=C(CO)C12,TYGYPIIOOQNWBU-SPVDEYDNSA-
CNP0174906.1,COc1cc(O)c2C(=O)[C@H](OC(C)=O)[C@H](c3ccc(O)cc3)Oc2c1,MXFVIYRBYOWKKJ-ROUUACIJSA-
CNP0409899.5,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)O[C@@H](OC(=O)[C@@H](C)CCC/C(C)=C/CO)C[C@H]21,MLZWMRAJMJNMHR-VPLAPRBMSA-
CNP0036534.2,C[C@@H]1C(c2ccccc2)=Cc2ccccc21,SOKYZLBJLDLMTR-LBPRGKRZSA-
CNP0340932.1,C=C1CCCC(C)(C)[C@@H]1CC[C@](C)(O)/C=C/C/C(C)=C/CO,IFYHZMXZXXZREG-GAZUINRMSA-
CNP0441390.1,O=C1Nc2ccccc2C(=O)N2CC[C@H](NC(=O)N3CCOCC3)[C@@H]12,CNLPZICIPKLPCL-KBPBESRZSA-
CNP0166125.1,CCC(=O)N1c2c(cc(OC)c(OC)c2O)[C@@]23CCN4CCC[C@]5(CCO[C@@]452)CC[C@@H]13,BJYVZJQGRUSSBS-BMZZKGLRSA-
CNP0453632.0,CC1NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(CO)NC(=O)CC(N)C(=O)O)C(C)OC(=O)C2C(O)CCN2C(=O)C(=Cc2c[nH]c3ccccc23)NC(=O)C(C(C)c2c[nH]c3ccccc23)NC(=O)C(C(O)C(C)C)NC(=O)C2C(O)CCN2C(=O)CNC1=O,KPBHKOJJGBSCIK-UHFFFAOYSA-
CNP0080568.1,COC(=O)C[C@H]1C(C)(C)C(=O)C=C2O[C@]3(C)C4=CC(=O)O[C@@H](c5cocc5)[C@]4(C)CC[C@]3(O)[C@@]21C,CSJFWPRZNAQWMC-WALPXJTHSA-
CNP0111840.3,CC1=CC[C@@]2(C)CC[C@@H](C(C)C)[C@]2(O)CC1,XZYQCFABZDVOPN-SOUVJXGZSA-
LTS0000732,COc1ccc(C23Oc4cc(OC)cc(OC)c4C2(O)C(OC=O)C(C(=O)O)C3c2ccccc2)cc1,SWAWBLUMMMXDHE-UHFFFAOYSA-
CNP0143687.1,CCC(C)C(=O)O[C@@H](C[C@@]1(C)[C@H](C)C[C@H](OC(C)=O)[C@]2(CO)[C@@H]1CCC[C@]21CO1)C1=CC(=O)OC1,QHHXLQKFECWSRR-FWYHWFISSA-
CNP0545107.1,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,PRDPSPRPXWLYSK-FTYVMEFTSA-
LTS0066347,COC(=O)/C(C)=C/C=C/C(OC)C(OC(N)=O)/C(C)=C/C(C)C(O)C(CC(C)CC1=C(OC)C(=O)C=C(N)C1=O)OC,HRKSVRIGRTWRMY-LPCSBIKHSA-
CNP0382798.1,CC(=O)Nc1ccc2c(c1)CC1(C(=O)NC(=O)NC1=O)[C@@H]1CCCCCN21,CUDNMHDNCXSGME-HNNXBMFYSA-
CNP0506969.2,CCC(C)CCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C,BGAPJRJQQGSYRL-VMIICISDSA-
CNP0218037.27,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)C(C)(C)[C@H]3CC[C@]12C,NODILNFGTFIURN-PAVJGHNZSA-
LTS0266803,C=CCC12CC(OC)C(O)CC1(OC)OC(c1cc(OC)c(OC)c(OC)c1)C2C,OVAMQECLSQUQIF-UHFFFAOYSA-
CNP0326490.6,CC[C@]1(O)C[C@@H](O[C@H]2C[C@@H](N(C)C)[C@H](O[C@H]3C[C@@H]4O[C@H]5CC(=O)[C@@H](C)O[C@@H]5O[C@@H]4[C@@H](C)O3)[C@@H](C)O2)c2c(O)c3c(C(=O)c4cccc(O)c4C3=O)c(O)c2[C@H]1C(=O)OC,DKXGZTHFCJJLIP-UAEWKBIJSA-
CNP0184022.0,NC(=O)C(=Cc1ccc(Cl)cc1Cl)c1nc2ccccc2s1,WMLNQKREFJFAQC-UHFFFAOYSA-
CNP0272930.5,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,UDXDFWBZZQHDRO-NSTYLNEOSA-
CNP0219041.2,C[C@@]12C[C@@H](OC(=O)[C@]1(C)O)[C@@H]([C@@]1(O)[C@H](O)C[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@@]31C)C2,GOPPAWBPZYOBMY-KUWHXUFOSA-
CNP0522630.1,C/C=C1/C[N@+]2([O-])CC[C@]34C(=Nc5ccccc53)[C@@H]2C[C@@H]1[C@@]4(C=O)C(=O)OC,CDFHBKIBEYUUMZ-QJMDUTGSSA-
CNP0014171.1,COCCCNC(=O)[C@@H]1Cc2cn(Cc3noc(C)c3)c3cccc(c23)[C@H](CC(C)C)N1,ABLSVTRRMTYTGX-VXKWHMMOSA-
CNP0529371.1,CCOC(=O)[C@@H](N)CCC(=O)N[C@@H](CSCc1ccccc1)C(=O)N[C@@H](C(=O)OCC)c1ccccc1,GWEJFLVSOGNLSS-WPFOTENUSA-
CNP0091287.1,CN1CCC(N2CC[C@@H]3[C@H]2C(=O)NC[C@H](CCC(=O)NCc2ccco2)N3C)CC1,CPULJYRAJABSEL-DSKINZAPSA-
CNP0225451.1,CC1(C)O[C@H]2C3(CCCC3)C(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](c5c(C[C@H](CO)[C@H]6CC[C@H]7[C@H](C=CN8CNC[C@@H]78)C6)occ5)OC(=O)[C@H]5O[C@]54[C@@]24CC=C[C@@]13C(=O)[C@H]4O,JBEGMJXFOCMNCG-MVTDYFCESA-
CNP0248172.1,C/C=C(/C)C(=O)O[C@H]1CC(C)=C[C@@H]2[C@@H]1[C@@]1(C)CCC[C@]2(C)C(=O)O1,KREPOBCVKLZNPY-RHJPJSDASA-
CNP0189147.4,COC(=O)[C@]12CC[C@@H](C)[C@@](C)(O)[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,RQWXHGLRDYGNGZ-BPKREVGBSA-
CNP0503434.1,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,LVHNDABSHOYKAM-KZBHDBQSSA-
LTS0207665,CC(=O)OCC(=CCCC(C)=CCO)CCC(O)C1(C)CCC(C(C)(C)O)O1,HQNQQDPJKGHMFM-UHFFFAOYSA-
CNP0228415.1,C=C(C)[C@@H]1[C@H]2C[C@]3(C)C4=CC[C@H]5C(C)(C)[C@H](O[C@H]6OC[C@H](OS(=O)(=O)O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O[C@@H]7O[C@@H](CO)[C@@H](O)[C@@H](O[C@H]8OC[C@@H](O)[C@H](OC)[C@H]8O)[C@H]7O)[C@H](O)[C@@H]6O)CC[C@@]5(C)[C@@H]4CC[C@@]13C(=O)O2,HCSHSQNAFMRKNJ-GNJIPELQSA-
CNP0365817.2,CC[C@]12CN3C[C@](CC)(C[N@@](C1)[C@@H]3c1ccc(O)cc1)C2=O,PNRYUVPQBMSBNM-XGWQRUHWSA-
LTS0128579,CC=CC1OC(C)(CC(CC)C(O)CC(=O)OC)CC1CC,BMDDBWUMPTVTHL-UHFFFAOYSA-
CNP0266557.3,CC(C)=C[C@H]1C[C@](C)(O)[C@@H]2[C@@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(C)(C)[C@H]5CC[C@@]4(C)[C@@]34CO[C@@]2(C4)O1,SVQXVHMYGCMXPS-UKUAHHJNSA-
LTS0184097,COC1=C2Oc3c(OC)cc4C=CN(C)/C(=C/c5ccc(cc5)Oc5cc(cc6c5OCO6)CC5=C(C2=O)C(=C1)CCN5C)c4c3,XAJNVBMWCKYWIM-UVHMKAGCSA-
CNP0417731.2,C=C1[C@@H](OC(C)=O)CC[C@@]2(C)[C@@H](OC(C)=O)[C@H](OC(C)=O)C3=C(C)C(=O)C[C@@H]([C@@H](OC(C)=O)[C@H]12)C3(C)C,REWKPSYPXPCBCQ-VDDMMWHUSA-
CNP0195843.9,C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(=O)/C(=C/CO)CO)C/C(C)=C\CC[C@@]1(C)O[C@@H]21,SUXRDYUTTDFKDJ-LVAGFBRLSA-
CNP0421868.2,C[C@]12CC/C(=N/OCC(=O)N[C@H](CS)C(=O)O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,LJRWPDIUIZTLOJ-JTZMCUMBSA-
CNP0553655.1,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC(C)CC,XJNIGMSRNLNAMR-JXDVSCHGSA-
LTS0187978,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCC(C)CC/C=C(\C)COC(=O)C[C@@H]1C(C(=O)OC)=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C1=C/C,ABFBAKLDAYXWRV-NDVSHVLLSA-
CNP0147525.1,C[C@@H]1[C@@H](O)C(=O)C=C2CC[C@@H]([C@@](C)(O)CO)C[C@@H]21,YARSTGAEKZQRNL-UZSHPPCKSA-
CNP0147388.1,COc1cc(-c2c(O[C@@]3(C(=O)/C=C/c4ccc(O)cc4)O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(=O)c3c(O)cc(O)cc3o2)cc(OC)c1O,KJKIOQGVLMQPBO-ALRKEHIMSA-
CNP0107322.0,CC=CC#CC#CCCO,BPNAUFVEGQLPFM-UHFFFAOYSA-
LTS0162312,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCc1ccc(C=O)[nH]1,OSPMUJDBRMIEIH-JLNKQSITSA-
CNP0383722.1,Cc1c(Cc2ccccc2)c(=O)oc2c(C)c(OCC(=O)NC[C@H]3CC[C@H](C(=O)O)CC3)ccc12,MYGUIHMKFFPJNA-MEMLXQNLSA-
CNP0584650.4,O=C(Nc1cccc(Cl)c1)[C@H]1[C@@H]2C=C[C@]3(O2)[C@@H]1C(=O)N(CCC1=CCCCC1)[C@H]3C(=O)NC1CCCCC1,LQGXMRICYOQUJY-WZFWIWBTSA-
CNP0580929.1,CC(=O)NC[C@H]1Cn2c(-c3ccc(Cl)cc3)cnc2CO1,FFXXIEVDHDTVOG-ZDUSSCGKSA-
CNP0602952.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3Cc3ccc([N+](=O)[O-])cc3)n2)cc1,VYLHEHMXUIFRGV-AEFFLSMTSA-
CNP0536469.0,CCCCCCCCCCCCCCCCCCCCCCCCCC1=C(C)C(=O)C=C(OC)C1=O,LPBYOOOFWJPIOY-UHFFFAOYSA-
CNP0194528.1,CC(=O)c1ccccc1OC(C)(C)C=CC(=O)[C@](C)(O)[C@@H]1[C@H](O)C[C@]2(C)[C@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@@]3(C)C(=O)C[C@]12C,DLUHOHUZMCIOGX-OXJQDCJLSA-
CNP0425579.1,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C\C)[C@@]23[C@@H](CC1(C)C)[C@]1(CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](O)[C@H](O)[C@@H](O)[C@H]7O)[C@H]6O[C@@H]6C[C@H](CO)[C@H](O)[C@H](O)[C@@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]1(C)C[C@H]2OC(C)=O)O[C@@H]3O,PCPFFDRQCBHOSV-ADWYXFAZSA-
CNP0605191.0,Cc1cc(O)c2c(-c3ccc(O)cc3)[n+]3CCCCn3c2c1,BYNDPWUDABJNCH-UHFFFAOYSA-
CNP0292693.1,Oc1cccc(C[C@H]2COC[C@@H]2Cc2cccc(O)c2)c1,LLQYBPNZHZFNDC-HOTGVXAUSA-
CNP0481916.2,Cn1c(=O)c2c(ncn2C[C@H](O)CN2CCN(CCO)CC2)n(C)c1=O,CGKZFYZCYGGHLU-GFCCVEGCSA-
CNP0371845.3,COC[C@@]12CC[C@H](OC)C34[C@@H]5C[C@@]6(O)[C@H](OC(=O)c7ccccc7)[C@@H]5[C@](OC(C)=O)(C([C@H](OC)[C@@H]31)[C@H]4N(C)C2)[C@@H](O)[C@H]6OC,FIDOCHXHMJHKRW-NLZQSBDBSA-
CNP0306259.0,COc1ccc(-c2coc3c4c(cc(O)c3c2=O)OC(=O)CC4c2ccnn2C(C)C)cc1OC,BOKKUSDOWPFZGR-UHFFFAOYSA-
CNP0125989.0,COC1=CC(=O)c2cc(C)cc(-c3c[nH]c4ccccc34)c2C1=O,VQJFSWASPVFXFY-UHFFFAOYSA-
CNP0113316.0,CC(C)=CCCC(C)=CCc1c(O)ccc2c1[nH]c1c2C(=O)C(C)=CC1=O,SVBNPBFKMYVLCL-UHFFFAOYSA-
LTS0148971,COC1(C)CCC=C(C)CCC2=C(C)COC2C=C(C)CCC1O,LRMBVPPNMSRMSA-UHFFFAOYSA-
LTS0061514,CC(C)=CCc1c(O)cc2OCC(c3ccc(O)cc3)C(=O)c2c1O,UYDQKAKPHFFLDY-UHFFFAOYSA-
CNP0231504.0,COC(=O)C=CC1(C)C2CCC3(C)C(c4cocc4)OC(=O)C4OC43C2(C)C(OC(C)=O)C(=O)C1(O)C(C)(C)C,VSYKNMDLGJBZOH-UHFFFAOYSA-
CNP0214153.0,COc1ccc2cc(C3CC(=O)Oc4c3c(C)cc3c4c4c(CCC4)c(=O)o3)c(=O)[nH]c2c1,VYVATQGTQVDBDU-UHFFFAOYSA-
CNP0025174.3,O=C1OC=C[C@H](c2ccccc2)Cc2ccccc12,LPQMUKNRTNHKEO-AWEZNQCLSA-
LTS0174886,COC(=O)C1=COC(C)C2CN3CCC4(CNc5cc(OC)c(OC)cc54)C3CC12,TVGWKEGHPRMQLA-UHFFFAOYSA-
CNP0175084.2,C=C/C(C)=C\C[C@]1(C)[C@H](C)[C@@H](OC(=O)CCC)[C@H](OC(C)=O)[C@@]23C(=C[C@H](OC)C[C@@H]12)[C@@H](OC(C)=O)O[C@H]3OC(C)=O,WJFSBKDDKDZRMR-FSNPUOHESA-
LTS0035169,CC1=CCC(O)C(C)(O)C=CC(C(C)C)CC1,GHCUEDNOTXRLCD-UHFFFAOYSA-
CNP0457780.4,COC(=O)[C@H]1CC=CC[C@H]1C(=O)O,MYYLMIDEMAPSGH-RQJHMYQMSA-
CNP0389131.15,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,HCXVJBMSMIARIN-PHZDYDNGSA-
CNP0308816.1,C=C[C@@]1(C)CCC2[C@@]3(C)CC[C@H](OC(C)=O)C(C)(C)C3C[C@H](O)[C@@]2(O)C1,FLHYTFPYHKBLFB-VQCFJQNISA-
CNP0025126.0,O=C(NN1c2ccccc2CCc2ccccc21)c1ccncc1,ODMUOKALODMRDM-UHFFFAOYSA-
CNP0211841.0,CC(=O)Oc1cc(OC(C)=O)cc(Oc2c(Oc3c(OC(C)=O)cc(OC(C)=O)c(-c4c(OC(C)=O)cc(OC(C)=O)cc4OC(C)=O)c3OC(C)=O)cc(OC(C)=O)cc2Oc2c(OC(C)=O)cc(Oc3c(OC(C)=O)cc(OC(C)=O)cc3OC(C)=O)c(-c3c(OC(C)=O)cc(OC(C)=O)cc3OC(C)=O)c2OC(C)=O)c1,GIDAFUFEYFNUAS-UHFFFAOYSA-
CNP0206044.1,C=C[C@@]1(C)C[C@H]2OC(=O)C(CC[C@@H]3C(=O)O[C@@H]4C[C@@]5(C)CCC[C@H](C)C5=C[C@H]34)=C2C[C@@H]1C(=C)C,SVAWZKXVVXHIKP-NVYDOHQXSA-
LTS0063886,COC(=O)/C=C\c1ccc(OC/C=C(\C)CCC=C(C)C)cc1,KSSYIBXTLHIBBX-ICMDQPEBSA-
CNP0309284.0,Cc1cc(O)cc2c1c(=O)cc(-c1c(O)cc(O)cc1Cc1cc(O)cc(=O)o1)o2,ABDNFURFWQZHGY-UHFFFAOYSA-
CNP0212643.0,COCCCn1c(C)cc(O)c(C(CC(=O)OC)c2cc3cccc4c3n(CC4)c2=O)c1=O,VKSVGGLDFMKYQC-UHFFFAOYSA-
CNP0295042.1,COc1cc2c(cc1C)C(=O)C[C@@H]1C(=C2)CCCC1(C)C,RGZDNFGDHPPFAU-MRXNPFEDSA-
CNP0398628.0,COc1ccc(C2(C(=O)NCc3ccc(OC)c(OC)c3)CCOCC2)cc1,ARNWJRNZPYBQAF-UHFFFAOYSA-
CNP0433741.2,COc1cc(O)c(-c2cc(OC)c(Cl)c3c2C(=O)[C@@]2(O)C(=O)c4c(O)cc(O)c(Cl)c4C(C)(C)[C@@H]2C3)c(C)c1Cl,RRDKRMMBMWKANR-RBSBEOHCSA-
CNP0551391.1,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCC,NXCYDJSQNZMPRG-BHVANESWSA-
CNP0159101.0,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5C(=O)CC43C)C2C1O,YISJXEGLBLCUDI-UHFFFAOYSA-
CNP0393470.0,c1ccc(C2NCCc3c2[nH]cn3)nc1,QAGHLLMJFGLYIP-UHFFFAOYSA-
LTS0006407,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,GILGYKHFZXQALF-UHFFFAOYSA-
CNP0481580.1,CCCCC1=[O+]C(CCc2ccc(O)c(OC[C@H](NC)[C+]3C=C([C@H](CNC[C@H](C)O)C4CCCC4)C=N3)c2)=CC1CO,VEFHJPKLROBDDS-ZLLALLLFSA-
CNP0389230.1,COc1ccc(CCN2C(=O)[C@@H]3C(CC(N)=O)NC4(C(=O)Nc5c(C)cccc54)[C@@H]3C2=O)cc1OC,KJDHFVIVMXGJFJ-USNAGLCPSA-
CNP0325236.6,CO[C@@H]1OC(=O)C2=C1[C@]1(C)CCCC(C)(C)[C@@H]1C[C@H]2O,DGADHBAZBHETGH-CGMLQXIJSA-
